individualID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
NEON.PLA.D01.HARV.05643,0.005693406849210445,0.01065731701595295,0.01322236678969984,0.01566918737886557,0.04922104920044837,0.007920778699486921,0.01090336271032172,0.00787605750497405,0.016075501691888316,0.07102100739001539,0.02396388666845372,0.032112883969195594,0.03381585368885156,0.08860075109955239,0.07998542305232235,0.08804925560297985,0.10771699462498967,0.057963973389624224,0.06699071525014498,0.0994099875966874
NEON.PLA.D01.HARV.05643,0.005614572261400044,0.009701980867699276,0.011968810681157759,0.01425647853257911,0.052894715418132995,0.008870139988403974,0.008126638975730738,0.008148101234593886,0.014700349272460476,0.06719410050581232,0.02180651867734766,0.02899293340801149,0.03055349034637644,0.0927244398508697,0.08553854522879886,0.08972891547070956,0.10807486707473246,0.0566497078406143,0.064431928472806,0.09936986734358932
NEON.PLA.D01.HARV.05643,0.007123577169111229,0.01375040863616251,0.016987294846200703,0.019951422963203368,0.05046050948274456,0.010163478014539444,0.009760528194872546,0.009113255860113502,0.020530422781817267,0.07315740213364141,0.030355472459360152,0.039209925544230355,0.040591268598797796,0.08587338948379139,0.07865865882531223,0.08539871824968301,0.1025659667034482,0.061169433365242554,0.0696197843006525,0.09521258065918092
NEON.PLA.D01.HARV.05643,0.006397790706914002,0.012340258127154124,0.015374180444827825,0.018879781206326867,0.05117357952994371,0.008594642476924472,0.008613475800217553,0.008209752410620415,0.020112229762376713,0.07357459312951102,0.02931826168103448,0.039300714342471725,0.040920934066949945,0.08690505477289434,0.08085667958348457,0.08480680463375478,0.1015522334430794,0.06228498517753778,0.06930867048112099,0.09376746731256312
NEON.PLA.D01.HARV.05643,0.005689232033651015,0.011004978270009857,0.013861677957577019,0.016184221959193286,0.050989207399338425,0.009544301022300387,0.009769770181079558,0.00797626550897252,0.01669078586851066,0.07000128539891312,0.024517430880660284,0.03241205633085683,0.03397998313195771,0.08917540443443685,0.08166356603025217,0.08809107799333182,0.10747587248214262,0.05802638652261999,0.06662340404925263,0.09879273042448596
NEON.PLA.D01.HARV.05643,0.003693537406620831,0.008900090136435737,0.011181377608188804,0.013683170835565394,0.053541068557610774,0.009068598509685586,0.009005572686200902,0.008934321252345105,0.014442577641008267,0.0662496339118835,0.02122459590631913,0.027848556548478724,0.029238444263031474,0.09345094643257523,0.08671230675784532,0.09022193127430346,0.10829761531202212,0.0570644112581138,0.06434296742846383,0.09973685323089711
NEON.PLA.D01.HARV.05643,0.005590051189196068,0.010983486784841102,0.013794553588559143,0.016840625106495383,0.05175109095478973,0.009352733920682525,0.008360089326371131,0.00855065301265181,0.018043883960258304,0.07107503782125346,0.02685794709291904,0.03492364637469349,0.03641743437559278,0.08864166659419885,0.08162025480185786,0.08751997869110359,0.10436904001897486,0.06100866211657088,0.0693565395276601,0.09697737215171921
NEON.PLA.D01.HARV.05643,0.005898591149598567,0.0110581652184517,0.014088619715536745,0.01690290971745942,0.052517398146211564,0.01046594351691657,0.009394344248937874,0.008192723293331726,0.01705880157801128,0.06974705583032229,0.025128920831095476,0.032876087073330014,0.034294256688186774,0.08981372865900782,0.08269503029946462,0.08832923676087787,0.10607488703737378,0.05891503389872747,0.06696813820942599,0.09807977053271094
NEON.PLA.D01.HARV.05643,0.00344103669867683,0.007695043471193099,0.009784877092211106,0.012148246520185622,0.05440700191920423,0.00912458292776621,0.007983622507304788,0.008637420053358845,0.013118631826351021,0.0649034524296238,0.019663066849581887,0.02609837534655203,0.027462707444843804,0.09478278571277378,0.08771337656643897,0.0911932976001446,0.1088729999875918,0.056324337541499694,0.06397285093811747,0.1002300087541203
NEON.PLA.D01.HARV.05643,0.002719932325491564,0.006213534290234061,0.007687636605206041,0.010245303399742417,0.056855517454314886,0.008705643224359665,0.007346142007310549,0.008351140013179227,0.01203935856894305,0.06122559915586566,0.017222917020756106,0.022664735225086566,0.024019611296055128,0.09823430797354948,0.09226515246252336,0.09288880894586979,0.10830135094321965,0.054259162800831706,0.06128228990309063,0.10019853260604217
NEON.PLA.D01.HARV.05643,0.005059972694020273,0.010067650933403782,0.01267400299051088,0.015940332767415206,0.05267842301713845,0.009035965272792056,0.008722915890028216,0.009425914045639042,0.01715425211287331,0.07042535094601317,0.02508658141305107,0.033252741089289065,0.03484503613142439,0.09006670694037203,0.08292406378115522,0.08817001357470867,0.10448130751501723,0.060170903359832786,0.06837355530870541,0.0970314681168725
