individualID,nitrogenPercent,carbonPercent,extractChlAConc,extractChlBConc,extractCarotConc,leafArea,leafMassPerArea,dryMassFraction,ligninPercent,cellulosePercent,nlcdClass,collectDate,taxonID,scientificName,plantStatus,date,eventID,domainID,siteID,plotID,utmZone,northing,easting,adjDecimalLatitude,adjDecimalLongitude,api.elevation,stemDiameter,height,maxCrownDiameter,geometry,CHM,DSM,DTM
NEON.PLA.D07.GRSM.03322,2.1,45.7,4.57,1.99,0.84,20983.8,68.6,0.429,9.21,18.41,deciduousForest,2016-06-08T12:35:00Z,QUMO4,Quercus montana Willd.,OK,2015-10-13,vst_GRSM_2015,D07,GRSM,GRSM_007,17N,3952128.0285808877,272501.954070316,35.68687,-83.513991,657.16,35.4,24.6,10.3,"c(-83.5140141016028, 35.6868403404338)",12.899999618530273,661.66998291015625,656.5159912109375
NEON.PLA.D07.GRSM.03401,2.5,44.8,5.43,2.58,1.24,13730.3,48.1,0.291,9.65,15.79,deciduousForest,2016-06-08T14:08:00Z,LITU,Liriodendron tulipifera L.,OK,2015-10-13,vst_GRSM_2015,D07,GRSM,GRSM_008,17N,3951197.143834089,275359.84648083965,35.679034,-83.482392,787.86,30.1,25.5,4.8,"c(-83.4821991840946, 35.6791102162845)",31.166000366210938,816.1190185546875,784.95001220703125
NEON.PLA.D07.GRSM.03390,1.9,43.9,3.84,3.02,0.23,16703.6,46.7,0.287,9.82,14.52,deciduousForest,2016-06-08T14:30:00Z,LITU,Liriodendron tulipifera L.,OK,2015-10-13,vst_GRSM_2015,D07,GRSM,GRSM_008,17N,3951198.8085189015,275349.60610725393,35.679034,-83.482392,787.86,22.5,24.2,5.7,"c(-83.4823127064438, 35.6791228793343)",28.886999130249023,811.2459716796875,783.52801513671875
NEON.PLA.D07.GRSM.00745,2.9,46.6,5.39,3.33,0.79,16523.6,57.5,0.332,9.81,12.16,deciduousForest,2016-06-08T16:20:00Z,LITU,Liriodendron tulipifera L.,OK,2015-05-20,vst_GRSM_2015,D07,GRSM,GRSM_058,17N,3952669.5028212816,273298.63171205117,35.691963,-83.505223,553.83,52.199999999999996,35,NaN,"c(-83.5053704114378, 35.6919012982561)",35.992000579833984,571.31298828125,548.08197021484375
NEON.PLA.D07.GRSM.00753,2.3,43.7,4.35,2.46,0.55,13579.8,38.3,0.278,8.82,14.69,deciduousForest,2016-06-08T17:10:00Z,LITU,Liriodendron tulipifera L.,OK,2015-05-20,vst_GRSM_2015,D07,GRSM,GRSM_058,17N,3952693.1267248434,273306.5855614722,35.691963,-83.505223,553.83,75.66666666666667,37.2,NaN,"c(-83.5052892442696, 35.6921159257553)",38.90700149536133,580.60198974609375,542.01300048828125
NEON.PLA.D07.GRSM.00731,2.3,45.1,4.84,3.29,0.47,17716.7,53.1,0.318,11.6,13.5,deciduousForest,2016-06-08T17:28:00Z,LITU,Liriodendron tulipifera L.,OK,2015-05-20,vst_GRSM_2015,D07,GRSM,GRSM_058,17N,3952670.050940524,273310.09678799787,35.691963,-83.505223,553.83,44.86666666666667,33.3,NaN,"c(-83.5052439691171, 35.6919088719028)",34.53099822998047,581.156982421875,546.65301513671875
NEON.PLA.D07.GRSM.00351,1.4,43.7,2.16,1.04,0.19,10704.7,39.2,0.294,4.69,14.92,deciduousForest,2016-06-08T19:15:00Z,OXYDE,Oxydendrum sp.,OK,2015-05-19,vst_GRSM_2015,D07,GRSM,GRSM_059,17N,3952061.5275653084,273156.5456453001,35.686334,-83.506829,647.61,13.533333333333333,11.3,NaN,"c(-83.506767859038, 35.6863921217469)",14.651000022888184,662.88800048828125,648.3480224609375
NEON.PLA.D07.GRSM.00369,2,45.5,4.7,2.21,0.86,14035.8,61.3,0.446,9.16,17.91,deciduousForest,2016-06-08T19:23:00Z,QUMO4,Quercus montana Willd.,OK,2015-05-19,vst_GRSM_2015,D07,GRSM,GRSM_059,17N,3952079.6175360335,273160.7502735002,35.686511,-83.506836,652.3,27.46666666666667,17.05,NaN,"c(-83.5067265358728, 35.6865560391583)",18.0049991607666,669.5,651.635009765625
NEON.PLA.D07.GRSM.00389,1.2,46.5,2.05,1.17,0.35,1908.9,120.5,0.418,8.13,10.67,deciduousForest,2016-06-08T19:36:00Z,TSCA,Tsuga canadensis (L.) Carrière,Insect damaged,2015-05-19,vst_GRSM_2015,D07,GRSM,GRSM_059,17N,3952073.4338919697,273162.27208849863,35.686334,-83.506829,647.61,17.633333333333333,9.2,NaN,"c(-83.5067079895877, 35.6865006884442)",12.012999534606934,653.29998779296875,651.2080078125
NEON.PLA.D07.GRSM.01901,1.6,46.4,6.06,4.39,0.54,13972.4,43.7,0.436,7.56,14.08,deciduousForest,2016-06-08T20:42:00Z,ACRU,Acer rubrum L.,OK,2015-06-08,vst_GRSM_2015,D07,GRSM,GRSM_060,17N,3952022.4271406783,273421.7509907885,35.686028,-83.503753,633.04,15.8,10.100000000000001,NaN,"c(-83.5038286621845, 35.6861008876707)",17.33300018310547,652.041015625,636.0999755859375
NEON.PLA.D07.GRSM.01896,2.2,45.2,5.8,3.45,0.6,11449.1,34.1,0.394,8.52,12.28,deciduousForest,2016-06-08T21:00:00Z,BELE,Betula lenta L.,OK,2015-06-08,vst_GRSM_2015,D07,GRSM,GRSM_060,17N,3952026.6005393006,273427.1615871025,35.686191,-83.503727,634.28,8.733333333333334,8,NaN,"c(-83.5037700982841, 35.6861397239493)",26.066999435424805,639.85498046875,633.49700927734375
NEON.PLA.D07.GRSM.01620,1.4,46.4,2.65,2.78,0.07,18124.3,19.3,0.246,8.09,10.85,deciduousForest,2016-06-09T11:50:00Z,HALES,Halesia sp.,OK,2015-06-01,vst_GRSM_2015,D07,GRSM,GRSM_055,17N,3951945.5339298197,273576.1548212363,35.685524,-83.502249,624.43,30.333333333333332,16.55,NaN,"c(-83.5021022211237, 35.6854437155353)",17.017000198364258,641.31201171875,625.0999755859375
NEON.PLA.D07.GRSM.01914,2,46.1,4.19,2.29,1.01,18556.2,37.7,0.338,6.3,10.7,deciduousForest,2016-06-09T12:10:00Z,HALES,Halesia sp.,OK,2015-06-01,vst_GRSM_2015,D07,GRSM,GRSM_055,17N,3951957.4315361804,273572.53099891,35.685524,-83.502249,624.43,39.8,24.8,NaN,"c(-83.5021455806305, 35.6855500546552)",25.638999938964844,646.5040283203125,623.55499267578125
NEON.PLA.D07.GRSM.01924,2.4,43.6,4.24,2.69,0.63,19173.7,45.9,0.296,8.17,17.59,deciduousForest,2016-06-09T12:28:00Z,LITU,Liriodendron tulipifera L.,OK,2015-06-01,vst_GRSM_2015,D07,GRSM,GRSM_055,17N,3951955.575289231,273582.0799535669,35.685524,-83.502249,624.43,31.7,23.5,NaN,"c(-83.5020396272154, 35.685535526528)",33.0880012512207,652.510986328125,621.36297607421875
NEON.PLA.D07.MLBS.00197,2.33,47.59,4.54,1.04,1.21,15806.4,103.1,0.431,14.9,16.42,deciduousForest,2018-06-18T13:16:00Z,QUAL,Quercus alba L.,Insect damaged,2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_061,17N,4136769.788481373,542531.8862881499,37.376624,-80.519572,1175.1,28.566666666666666,15.899999999999999,NaN,"c(-80.5196063707, 37.3766936045148)",17.003000259399414,1186.8489990234375,1169.8480224609375
NEON.PLA.D07.MLBS.00183,1.95,52.29,6.36,1.81,1.82,13916.9,81.6,0.465,18.33,13.81,deciduousForest,2018-06-18T14:27:00Z,ACRU,Acer rubrum L.,OK,2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_061,17N,4136775.526488391,542533.7451013523,37.376624,-80.519572,1175.1,25.599999999999998,16.6,NaN,"c(-80.5195850463721, 37.3767452389753)",16.555999755859375,1186.08203125,1169.532958984375
NEON.PLA.D07.MLBS.01486,2.18,50.57,3.19,0.83,0.89,16893.3,96.3,0.443,29.19,18.28,deciduousForest,2018-06-18T18:35:00Z,QURU,Quercus rubra L.,Insect damaged,2018-06-04,vst_MLBS_2018,D07,MLBS,MLBS_009,17N,4136521.206595582,542628.5699527222,37.374334,-80.518595,1181.82,40.6,16.4,14.5,"c(-80.5185286953211, 37.3744485615669)",17.61199951171875,1182.8409423828125,1178.7330322265625
NEON.PLA.D07.MLBS.01455,2.29,50.55,4.79,1.25,1.28,15421.3,109.1,0.436,28.715,18.545,deciduousForest,2018-06-18T18:59:00Z,QURU,Quercus rubra L.,Insect damaged,2018-06-04,vst_MLBS_2018,D07,MLBS,MLBS_009,17N,4136520.5317857927,542636.3006996273,37.374515,-80.518364,1177.66,27.7,15.9,7.1,"c(-80.5184414215739, 37.3744421236597)",17.225000381469727,1194.6639404296875,1178.490966796875
NEON.PLA.D07.MLBS.01489,2.03,50.29,4.13,1.1,1.1,17089.2,122.5,0.441,14.35,17.44,deciduousForest,2018-06-18T19:40:00Z,QUAL,Quercus alba L.,Insect damaged,2018-06-04,vst_MLBS_2018,D07,MLBS,MLBS_009,17N,4136525.88587605,542629.837263472,37.374334,-80.518595,1181.82,19.6,14.1,5,"c(-80.518514112461, 37.374490680176)",17.14699935913086,1194.875,1178.2659912109375
NEON.PLA.D07.MLBS.00133,2.18,50.76,6.85,1.83,1.76,21240.7,72.3,0.479,25.13,17.28,deciduousForest,2018-06-18T20:43:00Z,AMLA,Amelanchier laevis Wiegand,OK,2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_061,17N,4136761.2812776333,542523.7973044162,37.376624,-80.519572,1175.1,33.833333333333336,15.05,NaN,"c(-80.5196982210419, 37.3766172955858)",15.597999572753906,1185.323974609375,1170.717041015625
NEON.PLA.D07.MLBS.01022,2.78,51.65,5.01,1.2,1.27,17962.4,126.9,0.444,19.77,18.86,deciduousForest,2018-06-19T11:43:00Z,QUAL,Quercus alba L.,Insect damaged,2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_063,17N,4136849.8185740667,541800.854638328,37.377487,-80.527932,1176.63,27.133333333333333,18.2,NaN,"c(-80.5278585236646, 37.3774482098061)",17.701000213623047,1190.510009765625,1173.9219970703125
NEON.PLA.D07.MLBS.01019,2.26,51.67,4.53,1.07,1.2,18595,106.2,0.423,35.64,18.77,deciduousForest,2018-06-19T12:26:00Z,QURU,Quercus rubra L.,Insect damaged,2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_063,17N,4136846.542628315,541800.0979471604,37.377487,-80.527932,1176.63,28.633333333333333,17.6,NaN,"c(-80.5278672553362, 37.3774187160338)",17.805999755859375,1191.541015625,1173.927001953125
NEON.PLA.D07.MLBS.00042,1.99,52.32,7.28,1.94,1.95,14862.6,89.3,0.472,18.69,15.57,deciduousForest,2018-06-19T15:23:00Z,ACRU,Acer rubrum L.,Insect damaged,2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_064,17N,4136632.55961045,542473.5705249247,37.375366,-80.520397,1181.95,29.4,19.15,NaN,"c(-80.5202728986102, 37.375459360273)",17.299999237060547,1190.468017578125,1175.5040283203125
NEON.PLA.D07.MLBS.00061,2.47,50.7,7.07,1.88,1.66,12726,104.6,0.426,27.56,19.01,deciduousForest,2018-06-19T17:01:00Z,QURU,Quercus rubra L.,Insect damaged,2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_064,17N,4136647.60565777,542486.5044505048,37.375728,-80.51992,1180.77,29.4,15.6,NaN,"c(-80.5201259542209, 37.375594385787)",15.928999900817871,1190.946044921875,1175.0279541015625
NEON.PLA.D07.MLBS.00078,2.36,49.81,4.71,1.15,1.21,18514.3,107.5,0.439,13.99,16.71,deciduousForest,2018-06-19T17:45:00Z,QUAL,Quercus alba L.,Insect damaged,2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_064,17N,4136654.6646436737,542491.5352964244,37.375728,-80.51992,1180.77,20.5,15.25,NaN,"c(-80.5200687285404, 37.3756577816728)",15.105999946594238,1189.64404296875,1175.0469970703125
NEON.PLA.D07.MLBS.01030,2.43,50.17,8.24,2.28,2.06,17052,71,0.497,23.84,17.62,deciduousForest,2018-06-19T19:02:00Z,AMLA,Amelanchier laevis Wiegand,OK,2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_063,17N,4136858.3935980704,541803.6855109115,37.377487,-80.527932,1176.63,36,16,NaN,"c(-80.5278260653525, 37.3775253735381)",17.48900032043457,1191.47998046875,1174.031005859375
NEON.PLA.D07.MLBS.01772,2.6550000000000002,51.07,5.1,1.32,1.33,15257.6,97.8,0.425,13.24,17.71,deciduousForest,2018-06-20T11:26:00Z,QUAL,Quercus alba L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_004,17N,4142616.087628481,543184.7447907628,37.429254,-80.511996,897.62,36.5,26.4,14.7,"c(-80.5118909411235, 37.4293589656915)",25.43000030517578,913.3060302734375,888.35400390625
NEON.PLA.D07.MLBS.01758,1.79,51.92,6.01,1.75,1.72,17552,68.2,0.435,21.71,16.4,deciduousForest,2018-06-20T12:15:00Z,ACRU,Acer rubrum L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_004,17N,4142620.083642608,543186.5775836594,37.429254,-80.511996,897.62,24.2,13.6,8.3,"c(-80.5118699922291, 37.4293948980125)",25.70400047302246,913.3079833984375,887.65802001953125
NEON.PLA.D07.MLBS.01730,2.23,49.68,3.49,0.99,1.04,10496,78.3,0.405,36.3,14.85,deciduousForest,2018-06-20T13:29:00Z,QURU,Quercus rubra L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_004,17N,4142609.103634631,543178.1527484284,37.429254,-80.511996,897.62,41.6,22.8,13,"c(-80.5119658559273, 37.4292963234652)",23.104000091552734,912.010986328125,889.21197509765625
NEON.PLA.D07.MLBS.01798,3.07,50.22,9.81,3.08,2.03,22765,66.3,0.32,26.06,20.77,deciduousForest,2018-06-20T14:42:00Z,LITU,Liriodendron tulipifera L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_008,17N,4142353.0343067106,544326.5776879475,37.426776,-80.498966,943.47,66.9,39.3,17.1,"c(-80.4990012645745, 37.4269339581362)",36.025001525878906,934.44598388671875,931.0570068359375
NEON.PLA.D07.MLBS.01785,3.14,49.85,6.91,2.27,1.47,23023.7,58,0.285,20.18,20.27,deciduousForest,2018-06-20T15:10:00Z,LITU,Liriodendron tulipifera L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_008,17N,4142336.782664316,544324.4362447672,37.426776,-80.498966,943.47,46.2,34.4,11.6,"c(-80.4990264433446, 37.4267875776186)",33.191001892089844,966.47698974609375,934.03802490234375
NEON.PLA.D07.MLBS.01777,2.98,50.04,7.27,2.22,1.58,22669.3,71.3,0.32,21.42,20.96,deciduousForest,2018-06-20T15:37:00Z,LITU,Liriodendron tulipifera L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_008,17N,4142345.1033163527,544312.005286192,37.426776,-80.498966,943.47,47.2,38.2,7.3,"c(-80.4991664387983, 37.4268631705944)",36.816001892089844,968.95599365234375,932.21099853515625
NEON.PLA.D07.MLBS.01833,2.34,51.22,6.4,1.72,1.62,12437.5,97.5,0.462,20.18,16.380000000000003,deciduousForest,2018-06-20T17:58:00Z,QUAL,Quercus alba L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_007,17N,4142425.3698321446,537891.2179106092,37.42784,-80.571715,810.15,52,26.1,15.9,"c(-80.571730838322, 37.427871838609)",25.68199920654297,828.5250244140625,802.9000244140625
NEON.PLA.D07.MLBS.01848,2.41,50.32,5.2,1.36,1.36,15989.6,115.6,0.458,20,19.07,deciduousForest,2018-06-20T19:34:00Z,QUAL,Quercus alba L.,Insect damaged,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_007,17N,4142433.55600476,537892.1423532963,37.428022,-80.571713,807.66,39.5,27,10.3,"c(-80.571719969651, 37.4279455870218)",25.761999130249023,828.67401123046875,802.906005859375
NEON.PLA.D07.MLBS.01866,2,50.68,4.63,1.11,1.22,12569,106.3,0.485,15.81,14.52,deciduousForest,2018-06-20T20:03:00Z,QURU,Quercus rubra L.,OK,2018-06-07,vst_MLBS_2018,D07,MLBS,MLBS_007,17N,4142431.252603216,537876.1708328463,37.42801,-80.571954,812.6,39.1,26.9,12.3,"c(-80.5719006030982, 37.4279254791339)",25.56399917602539,829.69097900390625,804.10101318359375
NEON.PLA.D07.MLBS.00884,2.63,49.71,6.32,1.46,1.65,18435.7,130.3,0.394,15.95,17.21,deciduousForest,2018-06-21T13:15:00Z,QUAL,Quercus alba L.,Insect damaged,2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_067,17N,4136982.083740273,541862.2942822133,37.378736,-80.527036,1171,37.13333333333333,16.85,NaN,"c(-80.5271570987622, 37.3786376154823)",17.111000061035156,1188.0679931640625,1171.0150146484375
NEON.PLA.D07.MLBS.00863,1.64,52.57,5.07,1.21,1.56,20143.2,81.4,0.433,19.61,15.67,deciduousForest,2018-06-21T14:05:00Z,ACRU,Acer rubrum L.,OK,2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_067,17N,4136974.2887441018,541856.5922646667,37.378736,-80.527036,1171,34.3,17.65,NaN,"c(-80.527221943223, 37.378567612417)",16.38800048828125,1187.113037109375,1171.4189453125
NEON.PLA.D07.MLBS.00951,1.95,51.2,3.63,0.93,1.02,14945.3,113.6,0.41,25.96,18.68,deciduousForest,2018-06-21T14:40:00Z,QURU,Quercus rubra L.,Insect damaged,2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_067,17N,4136957.0042437767,541852.9187182948,37.378376,-80.52748,1173.6,35.4,18.799999999999997,NaN,"c(-80.527264413209, 37.3784119836618)",19.445999145507812,1191.051025390625,1171.60595703125
NEON.PLA.D07.MLBS.01886,1.23,52.82,4.3,1.12,1,2245,313.1,0.469,18.91,21.81,deciduousForest,2018-06-25T18:20:00Z,PINUS,Pinus sp.,OK,2018-06-13,vst_MLBS_2018,D07,MLBS,MLBS_006,17N,4142304.117283051,538574.6468723959,37.426704,-80.56395,778.47,55,26.4,13.2,"c(-80.5640128569131, 37.4267506895146)",25.66900062561035,803.50201416015625,778.38800048828125
NEON.PLA.D07.MLBS.01890,1.39,52.7,6.65,2.16,1.35,1599.9,351.9,0.458,18.67,19.16,deciduousForest,2018-06-25T19:15:00Z,PINUS,Pinus sp.,OK,2018-06-13,vst_MLBS_2018,D07,MLBS,MLBS_006,17N,4142318.418402938,538565.2529749242,37.426883,-80.564169,780.17,57.2,22.8,14.5,"c(-80.5641182806236, 37.4268799844372)",22.152000427246094,801.03802490234375,778.89501953125
NEON.PLA.D07.MLBS.01881,1.51,54.26,6.51,1.99,1.48,1051,339.7,0.449,17.75,20.33,deciduousForest,2018-06-25T20:00:00Z,PINUS,Pinus sp.,OK,2018-06-13,vst_MLBS_2018,D07,MLBS,MLBS_006,17N,4142306.2432484953,538561.7946572388,37.426713,-80.564185,777.71,42.2,23.3,13.1,"c(-80.5641580032115, 37.4267703875919)",22.31800079345703,800.18798828125,778.39202880859375
NEON.PLA.D07.MLBS.01568,1.9,51.25,7.95,2.2,2.17,12929.6,82.9,0.414,19.49,11.76,deciduousForest,2018-06-26T13:30:00Z,ACRU,Acer rubrum L.,Insect damaged,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_010,17N,4135527.692482613,541934.2470632979,37.365461,-80.526457,1241.81,41,12.1,7.7,"c(-80.526426820168, 37.3655251299459)",15.592000007629395,1253.2010498046875,1238.7469482421875
NEON.PLA.D07.MLBS.01584,2.24,49.94,17.34,5.04,4.13,13857.4,134.2,0.399,26.38,19,deciduousForest,2018-06-26T13:45:00Z,QURU,Quercus rubra L.,Insect damaged,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_010,17N,4135528.6365355095,541948.9208310784,37.365461,-80.526457,1241.81,27.9,13.2,6.9,"c(-80.5262610575823, 37.36553297563)",16.173999786376953,1242.9639892578125,1237.501953125
NEON.PLA.D07.MLBS.01610A,2.14,48.3,13.58,4.07,3.37,12777.8,59.6,0.404,20.64,19.2,deciduousForest,2018-06-26T14:15:00Z,AMLA,Amelanchier laevis Wiegand,OK,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_010,17N,4135538.644611874,541938.9151809176,37.365461,-80.526457,1241.81,10.6,6.5,6.1,"c(-80.5263734831778, 37.3656236365751)",15.04699993133545,1252.3330078125,1237.6099853515625
NEON.PLA.D07.MLBS.01546,2.06,51.67,10.9,3.18,2.83,3391.7,307.8,0.421,21.18,14.13,deciduousForest,2018-06-26T15:15:00Z,ACRU,Acer rubrum L.,Insect damaged,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_003,17N,4135852.124881965,541891.869121554,37.36862,-80.526857,1221.21,22.4,12.6,10.3,"c(-80.5268870275481, 37.3684513366437)",22.56999969482422,1243.47705078125,1221.303955078125
NEON.PLA.D07.MLBS.01539,2.57,52.01,8.39,2.34,2.06,3049.8,415.8,0.406,25.95,17.87,deciduousForest,2018-06-26T16:00:00Z,QURU,Quercus rubra L.,Insect damaged,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_003,17N,4135855.637169624,541875.1020663008,37.36862,-80.526857,1221.21,43.5,19.1,9.2,"c(-80.5270761845335, 37.3684837521502)",20.395999908447266,1239.883056640625,1220.501953125
NEON.PLA.D07.MLBS.01566,2.39,48.75,6.68,2.03,1.8,4398.9,400.3,0.369,25.8,16.84,deciduousForest,2018-06-26T17:00:00Z,QURU,Quercus rubra L.,Insect damaged,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_003,17N,4135866.007472594,541883.4546298587,37.36862,-80.526857,1221.21,31.5,19.3,10,"c(-80.5269812694828, 37.3685768482855)",21.000999450683594,1238.342041015625,1218.9749755859375
NEON.PLA.D07.MLBS.01538,2.28,50.39,8.24,2.52,1.88,3053.2,197.5,0.365,27.91,17.83,deciduousForest,2018-06-26T18:00:00Z,BETUL,Betula sp.,OK,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_002,17N,4136257.472533844,542114.2259584571,37.371972,-80.524126999999993,1179.85,16,14.8,9.6,"c(-80.5243528149243, 37.3720948879357)",17.413000106811523,1190.1309814453125,1172.7259521484375
NEON.PLA.D07.MLBS.01506,2.07,50.04,8.64,2.55,2.18,4146.3,234.4,0.408,31.3,19.58,deciduousForest,2018-06-26T18:00:00Z,AMLA,Amelanchier laevis Wiegand,OK,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_002,17N,4136247.3106611297,542131.4604022303,37.371972,-80.524126999999993,1179.85,14.3,11,5.7,"c(-80.5241587500769, 37.3720025104294)",19.143999099731445,1192.501953125,1175.2769775390625
NEON.PLA.D07.MLBS.01493,2.37,51.42,8.08,2.49,1.87,3526.7,298.9,0.412,37.9,18.35,deciduousForest,2018-06-26T18:45:00Z,BETUL,Betula sp.,OK,2018-06-05,vst_MLBS_2018,D07,MLBS,MLBS_002,17N,4136247.2359094704,542118.2201398208,37.371962,-80.524348,1179.33,38.9,16,11.1,"c(-80.5243082878259, 37.3720024381764)",17.88800048828125,1190.7679443359375,1173.001953125
NEON.PLA.D07.MLBS.01711,1.98,51.89,12.08,3.41,2.99,14521.5,76.4,0.41,16.16,14.33,deciduousForest,2018-06-27T13:45:00Z,ACRU,Acer rubrum L.,Insect damaged,2018-06-06,vst_MLBS_2018,D07,MLBS,MLBS_005,17N,4135270.039383753,542366.8444046264,37.363189,-80.521481,1267.66,13,13,7.6,"c(-80.5215562985155, 37.3631830975936)",15.871999740600586,1279.0760498046875,1265.35595703125
NEON.PLA.D07.MLBS.01718,2.95,50.34,12.78,3.69,3.03,10659.6,95.5,0.407,16.02,17.07,deciduousForest,2018-06-27T14:20:00Z,QUAL,Quercus alba L.,Insect damaged,2018-06-06,vst_MLBS_2018,D07,MLBS,MLBS_005,17N,4135268.5010885475,542362.9410164619,37.363189,-80.521481,1267.66,22.3,16.1,5.3,"c(-80.5216004656302, 37.3631694103669)",15.024999618530273,1271.7659912109375,1265.6910400390625
NEON.PLA.D07.MLBS.01685,2.46,51.34,11.08,2.92,2.43,16551.1,109.4,0.398,25.69,18.99,deciduousForest,2018-06-27T15:00:00Z,QURU,Quercus rubra L.,Insect damaged,2018-06-06,vst_MLBS_2018,D07,MLBS,MLBS_005,17N,4135257.7074280884,542359.3985532742,37.363189,-80.521481,1267.66,45.3,13.5,12.8,"c(-80.5216410865404, 37.3630722828411)",17.586999893188477,1284.2330322265625,1266.8370361328125
NEON.PLA.D07.MLBS.01640,2.59,50.48,10.16,3.23,2.19,3687.9,174.4,0.32,27.46,17.9,deciduousForest,2018-06-27T16:30:00Z,BETUL,Betula sp.,OK,2018-06-06,vst_MLBS_2018,D07,MLBS,MLBS_001,17N,4134987.3225162053,542063.5839447579,37.360606,-80.525099,1310.19,17.4,8.8,9.1,"c(-80.5249969368726, 37.3606486128672)",13.949999809265137,1322.427978515625,1308.634033203125
NEON.PLA.D07.MLBS.01661,2.23,52.06,9.92,3.03,2.51,3689,246.9,0.388,19.02,12.17,deciduousForest,2018-06-27T17:00:00Z,ACRU,Acer rubrum L.,Insect damaged,2018-06-06,vst_MLBS_2018,D07,MLBS,MLBS_001,17N,4134992.2636080035,542072.1663723236,37.360606,-80.525099,1310.19,22.7,11.9,7.7,"c(-80.5248997420831, 37.3606927605128)",11.005000114440918,1318.791015625,1307.968017578125
NEON.PLA.D08.LENO.00025,1.89,49.85,5.51,1.32,1.91,15379.9,92.9,0.457,27.66,20.08,woodyWetlands,2018-04-30T13:45:00Z,QUPH,Quercus phellos L.,OK,2017-08-21,vst_LENO_2017,D08,LENO,LENO_002,16N,3519660.312632018,386988.78798013285,31.807007,-88.193981,12.37,88.8,27.5,25,"c(-88.1939178707329, 31.8069661238047)",33.805999755859375,33.02000045776367,10.770000457763672
NEON.PLA.D08.LENO.00016,1.68,46.74,5.03,1.78,2.25,19582.5,58.7,0.47,6.05,16.45,woodyWetlands,2018-04-30T13:52:00Z,CACA18,Carpinus caroliniana Walter,OK,2017-08-21,vst_LENO_2017,D08,LENO,LENO_002,16N,3519650.593517686,386995.4586545364,31.806995,-88.193773,9.73,13.4,8.8,7.1,"c(-88.1938462832373, 31.8068791171104)",20.50200080871582,22.389999389648438,10.64900016784668
NEON.PLA.D08.LENO.00065,2,49.42,6.58,1.53,1.83,11608.9,84,0.439,26.25,23.62,deciduousForest,2018-04-30T14:04:00Z,QUPA5,Quercus pagoda Raf.,OK,2017-08-21,vst_LENO_2017,D08,LENO,LENO_003,16N,3519804.66806596,387520.811655681,31.808402,-88.188316,9.88,73,33,21,"c(-88.1883149606342, 31.8083208190966)",35.790000915527344,46.61899948120117,11.126999855041504
NEON.PLA.D08.LENO.00079,1.66,48.98,7.75,2.1,2.03,12418.6,86.1,0.471,26.240000000000002,23,deciduousForest,2018-04-30T14:04:00Z,QUPA5,Quercus pagoda Raf.,OK,2017-08-21,vst_LENO_2017,D08,LENO,LENO_003,16N,3519807.346970771,387537.642483218,31.808316,-88.188214,10.32,109,29.5,23.4,"c(-88.18813748907, 31.8083466429093)",32.48500061035156,43.00899887084961,11.305999755859375
NEON.PLA.D08.LENO.00652,2.24,49.35,10.42,2.68,2.83,25354,60.8,0.455,18.54,20.76,woodyWetlands,2018-04-30T14:07:00Z,QUMI,Quercus michauxii Nutt.,OK,2017-08-23,vst_LENO_2017,D08,LENO,LENO_006,16N,3520453.4554096335,387625.7219477732,31.814165,-88.187249,11.65,55.7,29.8,16.9,"c(-88.1872816791089, 31.8141833121661)",31.88800048828125,43.44900131225586,11.86400032043457
